city_id,week_start,index_score_sum,weighted_score_sum,games
houston-tx,2021-08-17,-1,-1,7
houston-tx,2021-08-24,4,4,6
houston-tx,2021-08-31,-2,-2,6
houston-tx,2021-09-07,2,2,6
houston-tx,2021-09-14,3,3,7
houston-tx,2021-09-21,-2,-2,6
houston-tx,2021-09-28,2,2,6
houston-tx,2022-04-05,2,2,4
houston-tx,2022-04-12,0,0,6
houston-tx,2022-04-19,-4,-4,6
houston-tx,2022-04-26,3,3,7
houston-tx,2022-05-03,6,6,6
houston-tx,2022-05-10,3,3,7
houston-tx,2022-05-17,1,1,7
houston-tx,2022-05-24,2,2,6
houston-tx,2022-05-31,2,2,6
houston-tx,2022-06-07,-2,-2,6
houston-tx,2022-06-14,3,3,5
houston-tx,2022-06-21,2,2,6
houston-tx,2022-06-28,7,7,7
houston-tx,2022-07-05,2,2,6
houston-tx,2022-07-12,0,0,6
houston-tx,2022-07-19,3,3,5
houston-tx,2022-07-26,-1,-1,7
houston-tx,2022-08-02,0,0,6
houston-tx,2022-08-09,3,3,7
houston-tx,2022-08-16,0,0,6
houston-tx,2022-08-23,2,2,6
houston-tx,2022-08-30,4,4,6
houston-tx,2022-09-06,2,2,6
houston-tx,2022-09-13,5,5,7
houston-tx,2022-09-20,2,2,6
houston-tx,2022-09-27,0,0,6
houston-tx,2022-10-04,2,2,2
houston-tx,2023-03-28,-1,-1,5
houston-tx,2023-04-04,0,0,6
houston-tx,2023-04-11,0,0,6
houston-tx,2023-04-18,2,2,6
houston-tx,2023-04-25,2,2,6
houston-tx,2023-05-02,-4,-4,6
houston-tx,2023-05-09,4,4,6
houston-tx,2023-05-16,6,6,6
houston-tx,2023-05-23,0,0,6
houston-tx,2023-05-30,3,3,7
houston-tx,2023-06-06,-4,-4,6
houston-tx,2023-06-13,-3,-3,7
houston-tx,2023-06-20,1,1,5
houston-tx,2023-06-27,3,3,7
houston-tx,2023-07-04,0,0,6
houston-tx,2023-07-11,1,1,3
houston-tx,2023-07-18,3,3,7
houston-tx,2023-07-25,0,0,6
houston-tx,2023-08-01,2,2,6
houston-tx,2023-08-08,1,1,7
houston-tx,2023-08-15,0,0,6
houston-tx,2023-08-22,1,1,7
houston-tx,2023-08-29,0,0,6
houston-tx,2023-09-05,2,2,6
houston-tx,2023-09-12,-2,-2,6
houston-tx,2023-09-19,-2,-2,6
houston-tx,2023-09-26,3,3,5
houston-tx,2024-03-26,-3,-3,5
houston-tx,2024-04-02,0,0,6
houston-tx,2024-04-09,-3,-3,7
houston-tx,2024-04-16,-3,-3,5
houston-tx,2024-04-23,-1,-1,5
houston-tx,2024-04-30,0,0,6
houston-tx,2024-05-07,1,1,7
houston-tx,2024-05-14,3,3,7
houston-tx,2024-05-21,0,0,6
houston-tx,2024-05-28,-1,-1,7
houston-tx,2024-06-04,0,0,6
houston-tx,2024-06-11,1,1,5
houston-tx,2024-06-18,4,4,6
houston-tx,2024-06-25,4,4,6
houston-tx,2024-07-02,0,0,6
houston-tx,2024-07-09,2,2,6
houston-tx,2024-07-16,0,0,4
houston-tx,2024-07-23,0,0,6
houston-tx,2024-07-30,-2,-2,6
houston-tx,2024-08-06,6,6,6
houston-tx,2024-08-13,4,4,6
houston-tx,2024-08-20,-3,-3,7
houston-tx,2024-08-27,3,3,7
houston-tx,2024-09-03,-1,-1,5
houston-tx,2024-09-10,1,1,7
houston-tx,2024-09-17,1,1,7
houston-tx,2024-09-24,2,2,4
indiana,2010-10-26,0,0,4
indiana,2010-11-02,0,0,4
indiana,2010-11-16,0,0,6
indiana,2010-11-23,0,0,4
indiana,2010-11-30,0,0,8
indiana,2010-12-07,0,0,2
indiana,2010-12-14,0,0,4
indiana,2010-12-21,0,0,2
indiana,2010-12-28,0,0,6
indiana,2011-01-04,0,0,2
indiana,2011-01-11,0,0,4
indiana,2011-01-18,0,0,2
indiana,2011-01-25,0,0,6
indiana,2011-02-01,0,0,4
indiana,2011-02-08,0,0,6
indiana,2011-02-15,0,0,2
indiana,2011-02-22,0,0,6
indiana,2011-03-01,0,0,2
indiana,2011-03-08,0,0,8
indiana,2011-03-15,0,0,6
indiana,2011-03-22,0,0,2
indiana,2011-03-29,0,0,4
indiana,2011-04-05,0,0,4
indiana,2011-04-12,0,0,2
indiana,2011-12-27,0,0,4
indiana,2012-01-03,0,0,4
indiana,2012-01-10,0,0,2
indiana,2012-01-17,0,0,4
indiana,2012-01-24,0,0,4
indiana,2012-01-31,0,0,6
indiana,2012-02-07,0,0,4
indiana,2012-02-14,0,0,4
indiana,2012-02-21,0,0,2
indiana,2012-02-28,0,0,2
indiana,2012-03-06,0,0,4
indiana,2012-03-13,0,0,8
indiana,2012-03-20,0,0,10
indiana,2012-03-27,0,0,6
indiana,2012-04-03,0,0,8
indiana,2012-04-10,0,0,4
indiana,2012-04-17,0,0,6
indiana,2012-10-30,0,0,6
indiana,2012-11-06,0,0,4
indiana,2012-11-13,0,0,8
indiana,2012-11-20,0,0,4
indiana,2012-11-27,0,0,4
indiana,2012-12-04,0,0,4
indiana,2012-12-11,0,0,2
indiana,2012-12-18,0,0,6
indiana,2012-12-25,0,0,4
indiana,2013-01-01,0,0,4
indiana,2013-01-08,0,0,4
indiana,2013-01-15,0,0,4
indiana,2013-01-22,0,0,4
indiana,2013-01-29,0,0,2
indiana,2013-02-05,0,0,4
indiana,2013-02-19,0,0,2
indiana,2013-02-26,0,0,4
indiana,2013-03-05,0,0,4
indiana,2013-03-12,0,0,6
indiana,2013-03-19,0,0,4
indiana,2013-03-26,0,0,4
indiana,2013-04-02,0,0,4
indiana,2013-04-09,0,0,2
indiana,2013-04-16,0,0,2
indiana,2013-10-29,0,0,4
indiana,2013-11-05,0,0,4
indiana,2013-11-12,0,0,2
indiana,2013-11-19,0,0,6
indiana,2013-11-26,0,0,6
indiana,2013-12-03,0,0,6
indiana,2013-12-10,0,0,2
indiana,2013-12-17,0,0,2
indiana,2013-12-31,0,0,4
indiana,2014-01-07,0,0,4
indiana,2014-01-14,0,0,6
indiana,2014-01-21,0,0,4
indiana,2014-01-28,0,0,6
indiana,2014-02-04,0,0,4
indiana,2014-02-18,0,0,4
indiana,2014-02-25,0,0,6
indiana,2014-03-11,0,0,4
indiana,2014-03-18,0,0,4
indiana,2014-03-25,0,0,6
indiana,2014-04-01,0,0,2
indiana,2014-04-08,0,0,6
indiana,2014-04-15,0,0,2
indiana,2014-10-28,0,0,4
indiana,2014-11-04,0,0,8
indiana,2014-11-11,0,0,2
indiana,2014-11-18,0,0,2
indiana,2014-11-25,0,0,4
indiana,2014-12-02,0,0,6
indiana,2014-12-09,0,0,8
indiana,2014-12-16,0,0,4
indiana,2014-12-23,0,0,2
indiana,2014-12-30,0,0,8
indiana,2015-01-06,0,0,2
indiana,2015-01-13,0,0,2
indiana,2015-01-20,0,0,4
indiana,2015-01-27,0,0,6
indiana,2015-02-03,0,0,2
indiana,2015-02-10,0,0,2
indiana,2015-02-17,0,0,2
indiana,2015-02-24,0,0,4
indiana,2015-03-03,0,0,4
indiana,2015-03-10,0,0,6
indiana,2015-03-24,0,0,4
indiana,2015-03-31,0,0,2
indiana,2015-04-07,0,0,4
indiana,2015-04-14,0,0,4
indiana,2015-10-27,0,0,6
indiana,2015-11-03,0,0,4
indiana,2015-11-10,0,0,2
indiana,2015-11-17,0,0,4
indiana,2015-11-24,0,0,4
indiana,2015-12-01,0,0,6
indiana,2015-12-08,0,0,4
indiana,2015-12-15,0,0,4
indiana,2015-12-22,0,0,4
indiana,2015-12-29,0,0,4
indiana,2016-01-05,0,0,4
indiana,2016-01-12,0,0,4
indiana,2016-01-19,0,0,4
indiana,2016-01-26,0,0,2
indiana,2016-02-02,0,0,2
indiana,2016-02-16,0,0,6
indiana,2016-02-23,0,0,4
indiana,2016-03-01,0,0,6
indiana,2016-03-15,0,0,6
indiana,2016-03-22,0,0,2
indiana,2016-03-29,0,0,6
indiana,2016-04-05,0,0,2
indiana,2016-04-12,0,0,4
indiana,2016-11-01,0,0,4
indiana,2016-11-08,0,0,6
indiana,2016-11-15,0,0,4
indiana,2016-11-22,0,0,2
indiana,2016-11-29,0,0,4
indiana,2016-12-06,0,0,4
indiana,2016-12-13,0,0,6
indiana,2016-12-20,0,0,2
indiana,2016-12-27,0,0,4
indiana,2017-01-03,0,0,2
indiana,2017-01-10,0,0,2
indiana,2017-01-17,0,0,8
indiana,2017-01-24,0,0,4
indiana,2017-01-31,0,0,4
indiana,2017-02-07,0,0,6
indiana,2017-02-14,0,0,2
indiana,2017-02-21,0,0,4
indiana,2017-02-28,0,0,2
indiana,2017-03-07,0,0,4
indiana,2017-03-14,0,0,6
indiana,2017-03-21,0,0,2
indiana,2017-03-28,0,0,6
indiana,2017-04-04,0,0,8
indiana,2017-10-17,0,0,4
indiana,2017-10-24,0,0,6
indiana,2017-10-31,0,0,6
indiana,2017-11-07,0,0,2
indiana,2017-11-14,0,0,6
indiana,2017-11-21,0,0,4
indiana,2017-11-28,0,0,4
indiana,2017-12-12,0,0,2
indiana,2017-12-26,0,0,2
indiana,2018-01-02,0,0,4
indiana,2018-01-09,0,0,6
indiana,2018-01-16,0,0,6
indiana,2018-01-23,0,0,4
indiana,2018-01-30,0,0,6
indiana,2018-02-06,0,0,2
indiana,2018-02-27,0,0,6
indiana,2018-03-06,0,0,2
indiana,2018-03-13,0,0,8
indiana,2018-03-20,0,0,6
indiana,2018-03-27,0,0,4
indiana,2018-04-03,0,0,2
indiana,2018-10-16,0,0,6
indiana,2018-10-23,0,0,4
indiana,2018-10-30,0,0,2
indiana,2018-11-06,0,0,4
indiana,2018-11-13,0,0,4
indiana,2018-11-20,0,0,4
indiana,2018-11-27,0,0,6
indiana,2018-12-04,0,0,6
indiana,2018-12-11,0,0,6
indiana,2018-12-18,0,0,4
indiana,2019-01-01,0,0,2
indiana,2019-01-08,0,0,2
indiana,2019-01-15,0,0,4
indiana,2019-01-22,0,0,4
indiana,2019-01-29,0,0,8
indiana,2019-02-05,0,0,4
indiana,2019-02-12,0,0,2
indiana,2019-02-19,0,0,4
indiana,2019-02-26,0,0,4
indiana,2019-03-05,0,0,4
indiana,2019-03-12,0,0,6
indiana,2019-03-19,0,0,2
indiana,2019-03-26,0,0,4
indiana,2019-11-05,0,0,4
indiana,2019-11-12,0,0,4
indiana,2019-11-19,0,0,4
indiana,2019-11-26,0,0,6
indiana,2019-12-03,0,0,6
indiana,2019-12-17,0,0,8
indiana,2019-12-24,0,0,4
indiana,2019-12-31,0,0,2
indiana,2020-01-07,0,0,4
indiana,2020-01-14,0,0,6
indiana,2020-01-21,0,0,4
indiana,2020-01-28,0,0,2
indiana,2020-02-04,0,0,6
indiana,2020-02-11,0,0,2
indiana,2020-02-18,0,0,4
indiana,2020-02-25,0,0,4
indiana,2020-03-03,0,0,2
indiana,2020-07-28,0,0,4
indiana,2020-08-04,0,0,8
indiana,2020-08-11,0,0,2
indiana,2020-12-22,0,0,2
indiana,2020-12-29,0,0,4
indiana,2021-01-05,0,0,4
indiana,2021-01-12,0,0,4
indiana,2021-01-19,0,0,6
indiana,2021-01-26,0,0,2
indiana,2021-02-02,0,0,8
indiana,2021-02-16,0,0,2
indiana,2021-02-23,0,0,4
indiana,2021-03-09,0,0,4
indiana,2021-03-16,0,0,6
indiana,2021-03-23,0,0,2
indiana,2021-03-30,0,0,4
indiana,2021-04-06,0,0,6
indiana,2021-04-13,0,0,6
indiana,2021-04-20,0,0,4
indiana,2021-04-27,0,0,6
indiana,2021-05-04,0,0,4
indiana,2021-05-11,0,0,8
indiana,2021-10-19,0,0,6
indiana,2021-10-26,0,0,6
indiana,2021-11-02,0,0,6
indiana,2021-11-09,0,0,6
indiana,2021-11-16,0,0,2
indiana,2021-11-23,0,0,8
indiana,2021-11-30,0,0,4
indiana,2021-12-07,0,0,2
indiana,2021-12-14,0,0,2
indiana,2021-12-21,0,0,2
indiana,2022-01-04,0,0,4
indiana,2022-01-11,0,0,4
indiana,2022-01-18,0,0,6
indiana,2022-01-25,0,0,4
indiana,2022-02-01,0,0,2
indiana,2022-02-08,0,0,2
indiana,2022-02-15,0,0,4
indiana,2022-02-22,0,0,4
indiana,2022-03-01,0,0,4
indiana,2022-03-08,0,0,2
indiana,2022-03-15,0,0,4
indiana,2022-03-22,0,0,6
indiana,2022-04-05,0,0,4
indiana,2022-10-18,0,0,6
indiana,2022-10-25,0,0,2
indiana,2022-11-01,0,0,4
indiana,2022-11-08,0,0,2
indiana,2022-11-15,0,0,4
indiana,2022-11-22,0,0,6
indiana,2022-11-29,0,0,6
indiana,2022-12-06,0,0,6
indiana,2022-12-13,0,0,2
indiana,2022-12-20,0,0,4
indiana,2022-12-27,0,0,4
indiana,2023-01-03,0,0,4
indiana,2023-01-10,0,0,6
indiana,2023-01-17,0,0,4
indiana,2023-01-24,0,0,6
indiana,2023-01-31,0,0,4
indiana,2023-02-07,0,0,8
indiana,2023-02-21,0,0,2
indiana,2023-02-28,0,0,4
indiana,2023-03-14,0,0,4
indiana,2023-03-21,0,0,2
indiana,2023-03-28,0,0,4
indiana,2023-04-04,0,0,4
indiana,2023-10-24,0,0,2
indiana,2023-10-31,0,0,2
indiana,2023-11-07,0,0,6
indiana,2023-11-14,0,0,4
indiana,2023-11-21,0,0,4
indiana,2023-11-28,0,0,4
indiana,2023-12-05,0,0,2
indiana,2023-12-12,0,0,8
indiana,2023-12-19,0,0,4
indiana,2023-12-26,0,0,4
indiana,2024-01-02,0,0,2
indiana,2024-01-09,0,0,4
indiana,2024-01-16,0,0,6
indiana,2024-01-23,0,0,6
indiana,2024-01-30,0,0,4
indiana,2024-02-06,0,0,2
indiana,2024-02-13,0,0,2
indiana,2024-02-20,0,0,2
indiana,2024-02-27,0,0,6
indiana,2024-03-05,0,0,4
indiana,2024-03-12,0,0,2
indiana,2024-03-19,0,0,4
indiana,2024-03-26,0,0,2
indiana,2024-04-02,0,0,4
indiana,2024-04-09,0,0,2
kansas-city-mo,2020-07-21,0,0,4
kansas-city-mo,2020-07-28,-5,-5,7
kansas-city-mo,2020-08-04,2,2,6
kansas-city-mo,2020-08-11,-3,-3,5
kansas-city-mo,2020-08-18,-1,-1,5
kansas-city-mo,2020-08-25,0,0,6
kansas-city-mo,2020-09-01,-7,-7,7
kansas-city-mo,2020-09-08,6,6,6
kansas-city-mo,2020-09-15,-2,-2,6
kansas-city-mo,2020-09-22,2,2,6
kansas-city-mo,2021-03-30,2,2,4
kansas-city-mo,2021-04-06,-2,-2,4
kansas-city-mo,2021-04-13,2,2,6
kansas-city-mo,2021-04-20,4,4,6
kansas-city-mo,2021-04-27,-2,-2,6
kansas-city-mo,2021-05-04,-6,-6,6
kansas-city-mo,2021-05-11,-2,-2,6
kansas-city-mo,2021-05-18,3,3,5
kansas-city-mo,2021-05-25,1,1,7
kansas-city-mo,2021-06-01,0,0,6
kansas-city-mo,2021-06-08,-5,-5,7
kansas-city-mo,2021-06-15,-1,-1,5
kansas-city-mo,2021-06-22,-5,-5,7
kansas-city-mo,2021-06-29,-3,-3,7
kansas-city-mo,2021-07-06,-3,-3,5
kansas-city-mo,2021-07-13,-1,-1,3
kansas-city-mo,2021-07-20,6,6,6
kansas-city-mo,2021-07-27,-2,-2,6
kansas-city-mo,2021-08-03,-1,-1,7
kansas-city-mo,2021-08-10,-2,-2,6
kansas-city-mo,2021-08-17,5,5,7
kansas-city-mo,2021-08-24,0,0,6
kansas-city-mo,2021-08-31,-1,-1,7
kansas-city-mo,2021-09-07,0,0,6
kansas-city-mo,2021-09-14,-1,-1,7
kansas-city-mo,2021-09-21,-1,-1,5
kansas-city-mo,2021-09-28,0,0,6
kansas-city-mo,2022-04-05,0,0,4
kansas-city-mo,2022-04-12,-2,-2,4
kansas-city-mo,2022-04-19,-2,-2,6
kansas-city-mo,2022-04-26,-3,-3,7
kansas-city-mo,2022-05-03,0,0,4
kansas-city-mo,2022-05-10,-1,-1,7
kansas-city-mo,2022-05-17,-5,-5,7
kansas-city-mo,2022-05-24,-2,-2,6
kansas-city-mo,2022-05-31,-4,-4,6
kansas-city-mo,2022-06-07,-1,-1,7
kansas-city-mo,2022-06-14,2,2,6
kansas-city-mo,2022-06-21,-2,-2,6
kansas-city-mo,2022-06-28,0,0,6
kansas-city-mo,2022-07-05,1,1,7
kansas-city-mo,2022-07-12,-2,-2,6
kansas-city-mo,2022-07-19,2,2,4
kansas-city-mo,2022-07-26,-3,-3,7
kansas-city-mo,2022-08-02,0,0,6
kansas-city-mo,2022-08-09,1,1,7
kansas-city-mo,2022-08-16,-3,-3,7
kansas-city-mo,2022-08-23,-1,-1,5
kansas-city-mo,2022-08-30,-1,-1,7
kansas-city-mo,2022-09-06,-1,-1,5
kansas-city-mo,2022-09-13,-4,-4,6
kansas-city-mo,2022-09-20,4,4,6
kansas-city-mo,2022-09-27,-3,-3,7
kansas-city-mo,2022-10-04,-2,-2,2
kansas-city-mo,2023-03-28,-2,-2,4
kansas-city-mo,2023-04-04,-3,-3,7
kansas-city-mo,2023-04-11,-4,-4,6
kansas-city-mo,2023-04-18,-4,-4,6
kansas-city-mo,2023-04-25,-2,-2,6
kansas-city-mo,2023-05-02,-1,-1,7
kansas-city-mo,2023-05-09,-3,-3,7
kansas-city-mo,2023-05-16,-2,-2,6
kansas-city-mo,2023-05-23,0,0,6
kansas-city-mo,2023-05-30,-3,-3,5
kansas-city-mo,2023-06-06,-6,-6,6
kansas-city-mo,2023-06-13,-4,-4,6
kansas-city-mo,2023-06-20,0,0,6
kansas-city-mo,2023-06-27,-1,-1,7
kansas-city-mo,2023-07-04,-4,-4,6
kansas-city-mo,2023-07-11,-1,-1,3
kansas-city-mo,2023-07-18,-3,-3,7
kansas-city-mo,2023-07-25,1,1,5
kansas-city-mo,2023-08-01,1,1,7
kansas-city-mo,2023-08-08,0,0,6
kansas-city-mo,2023-08-15,-5,-5,7
kansas-city-mo,2023-08-22,-4,-4,6
kansas-city-mo,2023-08-29,-2,-2,6
kansas-city-mo,2023-09-05,-3,-3,5
kansas-city-mo,2023-09-12,2,2,6
kansas-city-mo,2023-09-19,5,5,5
kansas-city-mo,2023-09-26,-2,-2,6
kansas-city-mo,2024-03-26,-2,-2,4
kansas-city-mo,2024-04-02,4,4,6
kansas-city-mo,2024-04-09,3,3,7
kansas-city-mo,2024-04-16,-1,-1,5
kansas-city-mo,2024-04-23,1,1,7
kansas-city-mo,2024-04-30,2,2,6
kansas-city-mo,2024-05-07,1,1,7
kansas-city-mo,2024-05-14,4,4,6
kansas-city-mo,2024-05-21,2,2,6
kansas-city-mo,2024-05-28,-2,-2,6
kansas-city-mo,2024-06-04,0,0,6
kansas-city-mo,2024-06-11,-2,-2,6
kansas-city-mo,2024-06-18,-3,-3,7
kansas-city-mo,2024-06-25,2,2,6
kansas-city-mo,2024-07-02,-2,-2,6
kansas-city-mo,2024-07-09,0,0,4
kansas-city-mo,2024-07-16,4,4,4
kansas-city-mo,2024-07-23,-2,-2,6
kansas-city-mo,2024-07-30,3,3,7
kansas-city-mo,2024-08-06,-1,-1,5
kansas-city-mo,2024-08-13,4,4,6
kansas-city-mo,2024-08-20,0,0,6
kansas-city-mo,2024-08-27,-5,-5,7
kansas-city-mo,2024-09-03,2,2,6
kansas-city-mo,2024-09-10,0,0,6
kansas-city-mo,2024-09-17,-5,-5,5
kansas-city-mo,2024-09-24,2,2,6
la,2025-08-05,-1,-1,1
los-angeles,2010-10-26,0,0,6
los-angeles,2010-11-02,0,0,12
los-angeles,2010-11-09,0,0,10
los-angeles,2010-11-16,0,0,10
los-angeles,2010-11-23,0,0,8
los-angeles,2010-11-30,0,0,10
los-angeles,2010-12-07,0,0,10
los-angeles,2010-12-14,0,0,10
los-angeles,2010-12-21,0,0,8
los-angeles,2010-12-28,0,0,10
los-angeles,2011-01-04,0,0,6
los-angeles,2011-01-11,0,0,8
los-angeles,2011-01-18,0,0,4
los-angeles,2011-01-25,0,0,6
los-angeles,2011-02-01,0,0,8
los-angeles,2011-02-08,0,0,12
los-angeles,2011-02-15,0,0,2
los-angeles,2011-02-22,0,0,12
los-angeles,2011-03-01,0,0,4
los-angeles,2011-03-08,0,0,10
los-angeles,2011-03-15,0,0,8
los-angeles,2011-03-22,0,0,10
los-angeles,2011-03-29,0,0,6
los-angeles,2011-04-05,0,0,10
los-angeles,2011-04-12,0,0,6
los-angeles,2011-12-20,0,0,2
los-angeles,2011-12-27,0,0,8
los-angeles,2012-01-03,0,0,6
los-angeles,2012-01-10,0,0,12
los-angeles,2012-01-17,0,0,10
los-angeles,2012-01-24,0,0,10
los-angeles,2012-01-31,0,0,10
los-angeles,2012-02-07,0,0,6
los-angeles,2012-02-14,0,0,12
los-angeles,2012-02-21,0,0,2
los-angeles,2012-02-28,0,0,14
los-angeles,2012-03-06,0,0,8
los-angeles,2012-03-13,0,0,10
los-angeles,2012-03-20,0,0,12
los-angeles,2012-03-27,0,0,10
los-angeles,2012-04-03,0,0,14
los-angeles,2012-04-10,0,0,8
los-angeles,2012-04-17,0,0,10
los-angeles,2012-04-24,0,0,4
los-angeles,2012-10-30,0,0,6
los-angeles,2012-11-06,0,0,8
los-angeles,2012-11-13,0,0,8
los-angeles,2012-11-20,0,0,8
los-angeles,2012-11-27,0,0,8
los-angeles,2012-12-04,0,0,10
los-angeles,2012-12-11,0,0,8
los-angeles,2012-12-18,0,0,6
los-angeles,2012-12-25,0,0,8
los-angeles,2013-01-01,0,0,4
los-angeles,2013-01-08,0,0,8
los-angeles,2013-01-15,0,0,10
los-angeles,2013-01-22,0,0,14
los-angeles,2013-01-29,0,0,12
los-angeles,2013-02-05,0,0,10
los-angeles,2013-02-12,0,0,4
los-angeles,2013-02-19,0,0,6
los-angeles,2013-02-26,0,0,4
los-angeles,2013-03-05,0,0,8
los-angeles,2013-03-12,0,0,10
los-angeles,2013-03-19,0,0,6
los-angeles,2013-03-26,0,0,10
los-angeles,2013-04-02,0,0,6
los-angeles,2013-04-09,0,0,12
los-angeles,2013-04-16,0,0,4
los-angeles,2013-10-29,0,0,6
los-angeles,2013-11-05,0,0,10
los-angeles,2013-11-12,0,0,8
los-angeles,2013-11-19,0,0,8
los-angeles,2013-11-26,0,0,8
los-angeles,2013-12-03,0,0,8
los-angeles,2013-12-10,0,0,8
los-angeles,2013-12-17,0,0,10
los-angeles,2013-12-24,0,0,12
los-angeles,2013-12-31,0,0,8
los-angeles,2014-01-07,0,0,2
los-angeles,2014-01-14,0,0,6
los-angeles,2014-01-21,0,0,10
los-angeles,2014-01-28,0,0,4
los-angeles,2014-02-04,0,0,10
los-angeles,2014-02-11,0,0,6
los-angeles,2014-02-18,0,0,8
los-angeles,2014-02-25,0,0,8
los-angeles,2014-03-04,0,0,10
los-angeles,2014-03-11,0,0,6
los-angeles,2014-03-18,0,0,8
los-angeles,2014-03-25,0,0,12
los-angeles,2014-04-01,0,0,8
los-angeles,2014-04-08,0,0,8
los-angeles,2014-04-15,0,0,4
los-angeles,2014-10-28,0,0,10
los-angeles,2014-11-04,0,0,6
los-angeles,2014-11-11,0,0,8
los-angeles,2014-11-18,0,0,6
los-angeles,2014-11-25,0,0,10
los-angeles,2014-12-02,0,0,10
los-angeles,2014-12-09,0,0,10
los-angeles,2014-12-16,0,0,8
los-angeles,2014-12-23,0,0,6
los-angeles,2014-12-30,0,0,8
los-angeles,2015-01-06,0,0,8
los-angeles,2015-01-13,0,0,10
los-angeles,2015-01-20,0,0,6
los-angeles,2015-01-27,0,0,10
los-angeles,2015-02-03,0,0,8
los-angeles,2015-02-10,0,0,2
los-angeles,2015-02-17,0,0,6
los-angeles,2015-02-24,0,0,10
los-angeles,2015-03-03,0,0,8
los-angeles,2015-03-10,0,0,4
los-angeles,2015-03-17,0,0,10
los-angeles,2015-03-24,0,0,12
los-angeles,2015-03-31,0,0,8
los-angeles,2015-04-07,0,0,8
los-angeles,2015-04-14,0,0,4
los-angeles,2015-10-27,0,0,10
los-angeles,2015-11-03,0,0,4
los-angeles,2015-11-10,0,0,8
los-angeles,2015-11-17,0,0,8
los-angeles,2015-11-24,0,0,10
los-angeles,2015-12-01,0,0,10
los-angeles,2015-12-08,0,0,6
los-angeles,2015-12-15,0,0,10
los-angeles,2015-12-22,0,0,10
los-angeles,2015-12-29,0,0,8
los-angeles,2016-01-05,0,0,10
los-angeles,2016-01-12,0,0,8
los-angeles,2016-01-19,0,0,10
los-angeles,2016-01-26,0,0,2
los-angeles,2016-02-02,0,0,14
los-angeles,2016-02-16,0,0,8
los-angeles,2016-02-23,0,0,6
los-angeles,2016-03-01,0,0,2
los-angeles,2016-03-08,0,0,8
los-angeles,2016-03-15,0,0,10
los-angeles,2016-03-22,0,0,10
los-angeles,2016-03-29,0,0,8
los-angeles,2016-04-05,0,0,10
los-angeles,2016-04-12,0,0,6
los-angeles,2016-10-25,0,0,10
los-angeles,2016-11-01,0,0,8
los-angeles,2016-11-08,0,0,12
los-angeles,2016-11-15,0,0,8
los-angeles,2016-11-22,0,0,2
los-angeles,2016-11-29,0,0,10
los-angeles,2016-12-06,0,0,10
los-angeles,2016-12-13,0,0,8
los-angeles,2016-12-20,0,0,8
los-angeles,2016-12-27,0,0,10
los-angeles,2017-01-03,0,0,14
los-angeles,2017-01-10,0,0,10
los-angeles,2017-01-17,0,0,2
los-angeles,2017-01-24,0,0,6
los-angeles,2017-01-31,0,0,8
los-angeles,2017-02-07,0,0,6
los-angeles,2017-02-14,0,0,4
los-angeles,2017-02-21,0,0,6
los-angeles,2017-02-28,0,0,4
los-angeles,2017-03-07,0,0,12
los-angeles,2017-03-14,0,0,6
los-angeles,2017-03-21,0,0,10
los-angeles,2017-03-28,0,0,12
los-angeles,2017-04-04,0,0,8
los-angeles,2017-04-11,0,0,4
los-angeles,2017-10-17,0,0,8
los-angeles,2017-10-24,0,0,10
los-angeles,2017-10-31,0,0,8
los-angeles,2017-11-07,0,0,14
los-angeles,2017-11-14,0,0,6
los-angeles,2017-11-21,0,0,6
los-angeles,2017-11-28,0,0,4
los-angeles,2017-12-05,0,0,8
los-angeles,2017-12-12,0,0,10
los-angeles,2017-12-19,0,0,8
los-angeles,2017-12-26,0,0,8
los-angeles,2018-01-02,0,0,6
los-angeles,2018-01-09,0,0,10
los-angeles,2018-01-16,0,0,8
los-angeles,2018-01-23,0,0,6
los-angeles,2018-01-30,0,0,6
los-angeles,2018-02-06,0,0,6
los-angeles,2018-02-13,0,0,4
los-angeles,2018-02-20,0,0,4
los-angeles,2018-02-27,0,0,10
los-angeles,2018-03-06,1,1,9
los-angeles,2018-03-13,0,0,10
los-angeles,2018-03-20,0,0,14
los-angeles,2018-03-27,1,1,13
los-angeles,2018-04-03,0,0,16
los-angeles,2018-04-10,-3,-9,5
los-angeles,2018-04-17,-1,-3,1
los-angeles,2018-10-02,0,0,2
los-angeles,2018-10-09,-2,-2,4
los-angeles,2018-10-16,-2,-2,8
los-angeles,2018-10-23,-1,-1,13
los-angeles,2018-10-30,0,0,14
los-angeles,2018-11-06,-1,-1,11
los-angeles,2018-11-13,0,0,12
los-angeles,2018-11-20,-1,-1,13
los-angeles,2018-11-27,0,0,12
los-angeles,2018-12-04,-2,-2,18
los-angeles,2018-12-11,-3,-3,13
los-angeles,2018-12-18,3,3,7
los-angeles,2018-12-25,1,1,13
los-angeles,2019-01-01,-2,-2,16
los-angeles,2019-01-08,0,0,6
los-angeles,2019-01-15,0,0,10
los-angeles,2019-01-22,0,0,8
los-angeles,2019-01-29,0,0,8
los-angeles,2019-02-05,0,0,8
los-angeles,2019-02-12,-3,-3,5
los-angeles,2019-02-19,-3,-3,9
los-angeles,2019-02-26,-1,-1,17
los-angeles,2019-03-05,-2,-2,6
los-angeles,2019-03-12,-3,-3,9
los-angeles,2019-03-19,3,3,9
